StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA
1609,22,Female,African American,Bachelor's,18.895001604204236,22,Yes,Moderate,0,0,0,0,2.92
1610,22,Female,Asian,Some College,9.784324973761812,15,No,Low,0,0,0,1,3.19
1611,19,Female,Caucasian,Some College,6.838689871494532,28,No,Low,1,0,0,0,2.23
1612,20,Female,African American,High School,18.484368696853203,11,Yes,High,1,0,0,0,4.08
1613,22,Male,African American,No,0.48781986220193474,13,No,Low,1,0,0,0,3.19
1614,20,Male,Asian,Some College,11.628497897381742,23,Yes,Very Low,1,0,0,1,2.83
1615,20,Female,Other,High School,10.978650489986752,17,No,Very High,0,0,0,0,3.73
1616,21,Male,Caucasian,Bachelor's,4.3864080242276415,26,Yes,Very High,1,1,0,0,2.74
1617,19,Female,African American,High School,8.577748627004212,27,No,Moderate,0,1,1,1,2.12
1618,22,Male,Caucasian,Higher,13.045280118875404,17,No,Very Low,0,0,0,0,2.74
1619,21,Female,African American,Higher,14.54262393763855,15,No,High,1,0,1,0,3.67
1620,21,Female,Caucasian,High School,0.014337174131595631,19,No,High,1,0,0,0,3.04
1621,22,Male,Caucasian,High School,18.737068601820305,15,No,Low,1,1,0,0,3.6
1622,20,Male,Caucasian,Bachelor's,3.290507447856248,12,No,Low,1,0,1,0,3.4
1623,21,Female,African American,Higher,4.671608684447184,25,No,High,1,0,1,0,2.94
1624,20,Female,Caucasian,Some College,5.269468913876965,28,No,Very High,0,0,0,0,2.22
1625,19,Male,Asian,High School,0.7564027310407062,8,No,High,1,0,0,1,4.03
1626,20,Male,Caucasian,Some College,2.4610424718064983,25,No,Low,1,1,1,0,2.67
1627,19,Female,Caucasian,Some College,19.72699845888324,27,No,Moderate,1,1,0,0,3.04
1628,20,Male,Asian,High School,6.304334747545721,8,No,High,0,0,0,0,3.61
1629,21,Female,Caucasian,Some College,2.306021806780987,12,No,Low,0,0,0,0,3.09
1630,21,Female,Caucasian,No,2.1398252234924664,28,No,Low,1,0,1,0,2.0
1631,19,Female,African American,No,14.389199353399437,3,Yes,Low,0,0,0,0,4.32
1632,22,Female,Caucasian,High School,17.091373280652817,8,No,Moderate,0,0,0,0,3.93
1633,19,Male,Caucasian,High School,5.1390459901693974,14,No,Moderate,0,0,0,0,3.47
1634,19,Male,Caucasian,High School,0.4181902467046994,13,No,High,0,1,0,0,3.41
1635,20,Male,Other,Some College,4.461800368907117,18,Yes,High,1,1,0,0,3.22
1636,20,Male,African American,High School,1.1303138159351467,11,No,Very High,0,0,1,0,3.78
1637,19,Male,African American,High School,2.0678987326008302,20,Yes,High,1,0,0,0,2.96
1638,21,Male,African American,High School,8.630162396952848,25,No,Low,0,0,0,1,2.12
1639,20,Male,Caucasian,Higher,4.598367417232652,24,Yes,Moderate,0,1,1,1,2.96
1640,22,Female,Caucasian,Some College,10.318917570508468,5,No,Moderate,0,1,0,0,3.99
1641,20,Male,Asian,Some College,5.069875065143807,2,No,Very Low,1,0,1,0,4.01
1642,20,Male,Caucasian,Some College,18.810746022058954,25,No,Very High,0,1,0,0,3.23
1643,22,Female,Caucasian,Higher,18.11887935852529,24,Yes,Very Low,1,1,0,0,3.05
1644,19,Male,Caucasian,High School,11.33612210020932,21,Yes,Moderate,1,0,0,0,3.21
1645,22,Male,Caucasian,Some College,7.088479839747723,19,No,Moderate,1,0,1,0,2.89
1646,19,Female,Other,Some College,7.622937640694712,15,No,Moderate,1,0,1,0,3.51
1647,19,Male,Caucasian,Some College,8.237045662889939,29,No,High,0,0,0,1,2.18
1648,19,Male,African American,No,14.55158644269888,19,No,Moderate,0,0,0,0,2.94
1649,22,Male,Caucasian,Some College,9.032779910376759,23,No,Low,0,0,1,0,2.64
1650,19,Female,Other,No,17.13459893011795,22,No,Low,0,0,0,0,2.72
1651,21,Male,Caucasian,Some College,18.88189571860729,16,Yes,Very High,1,1,0,0,3.82
1652,22,Male,Caucasian,Some College,6.718923067578677,15,No,Low,1,0,0,0,3.31
1653,21,Female,Asian,High School,11.213889627513602,5,No,Low,0,0,1,0,4.13
1654,19,Male,Asian,Bachelor's,1.9011307366512886,7,No,Moderate,0,0,0,0,3.53
1655,20,Female,Caucasian,No,4.009380955327179,18,Yes,Low,1,0,0,0,3.16
1656,19,Female,Caucasian,Bachelor's,8.269315334203203,29,Yes,Moderate,0,0,1,0,2.55
1657,21,Male,Caucasian,Some College,4.1240543180355775,24,No,High,1,0,0,0,2.37
1658,21,Female,Caucasian,High School,17.53120981577435,25,Yes,High,0,0,0,0,2.84
1659,22,Female,Caucasian,High School,3.1657251211819615,1,Yes,High,0,1,0,0,4.22
1660,20,Male,Caucasian,Higher,9.11321643106184,13,No,Low,1,1,1,0,3.73
1661,22,Female,Caucasian,No,12.113984809197513,21,No,Moderate,0,1,0,0,3.01
1662,21,Female,Caucasian,High School,13.837278163216888,11,Yes,Very Low,1,0,0,0,3.6
1663,19,Male,African American,High School,7.661387394530134,16,No,Very Low,1,0,0,1,2.97
1664,20,Male,Other,Some College,17.381981374494572,27,No,Moderate,1,0,0,0,2.56
1665,19,Male,African American,Some College,11.36638302155851,26,No,Low,1,1,1,0,2.4
1666,19,Female,Caucasian,High School,8.790155608951036,14,No,High,0,0,0,0,3.56
1667,20,Male,Caucasian,High School,1.3448126810407324,17,Yes,High,1,1,0,0,3.49
1668,22,Female,Other,High School,9.293789368903301,15,No,High,1,0,0,1,3.42
1669,19,Female,Caucasian,High School,16.414716816314606,12,No,High,1,1,0,0,3.96
1670,21,Female,Caucasian,Some College,12.29082036442631,20,Yes,Very Low,1,1,1,0,3.36
1671,19,Female,African American,Some College,16.643249074582368,16,No,Moderate,1,0,0,0,3.19
1672,20,Female,African American,High School,9.880233411986111,7,No,Low,0,1,0,0,3.7
1673,20,Female,African American,High School,2.369234101889637,0,Yes,Moderate,1,0,0,0,4.52
1674,20,Female,Caucasian,High School,0.2727969167176214,28,No,Low,1,1,0,0,2.36
1675,22,Male,Caucasian,Higher,6.064390934371824,24,No,Very Low,1,1,0,0,2.15
1676,19,Male,Other,Higher,13.95980942995585,25,No,Moderate,0,1,1,1,2.95
1677,22,Female,Caucasian,Bachelor's,15.805198078833875,26,No,High,1,0,0,0,2.66
1678,22,Female,African American,High School,5.915056692406589,2,Yes,High,0,0,0,0,4.34
1679,20,Male,Asian,No,9.913078417664941,15,No,Moderate,0,1,0,1,3.35
1680,20,Female,African American,High School,8.422378088681633,27,No,Moderate,1,1,1,0,2.51
1681,22,Male,Caucasian,High School,8.210455687028556,1,No,Moderate,1,0,0,1,4.17
1682,19,Male,Caucasian,Some College,4.62697426400301,14,No,High,0,0,0,1,3.3
1683,21,Male,African American,Some College,2.7274221005891675,0,Yes,Very Low,1,0,1,0,4.67
1684,22,Female,Asian,Bachelor's,3.9337711646242624,8,Yes,High,0,1,0,0,3.9
1685,19,Female,Other,Bachelor's,1.106647743266922,15,Yes,Moderate,0,1,0,0,3.19
1686,20,Male,Caucasian,High School,3.962614836471541,3,No,Low,0,0,1,1,3.78
1687,20,Male,Caucasian,Some College,0.18401795250758912,11,Yes,Very Low,1,0,0,0,3.36
1688,19,Male,Other,High School,12.545168012719564,0,No,Low,0,0,0,0,4.12
1689,21,Male,Asian,No,6.327508147753658,0,Yes,Moderate,0,0,0,1,4.29
1690,20,Male,Asian,Some College,19.462894228538172,6,Yes,High,1,1,0,0,4.72
1691,20,Female,Caucasian,No,3.874341015525957,17,No,Moderate,0,0,0,1,2.7
1692,20,Male,African American,Some College,6.916571406191878,22,No,Moderate,1,0,0,0,3.0
1693,19,Female,Asian,High School,7.156823172830665,27,No,Very High,1,1,0,1,2.58
1694,22,Male,African American,Some College,0.1690299212492108,22,No,Low,1,0,0,0,2.66
1695,20,Female,Caucasian,Some College,16.78415906078918,14,Yes,Low,0,0,0,0,3.8
1696,22,Female,Caucasian,High School,0.6398892028864944,25,No,Moderate,0,1,0,0,2.57
1697,21,Female,African American,Bachelor's,18.803596694584826,29,No,High,1,0,0,0,2.77
1698,20,Female,Caucasian,High School,17.841487021872414,24,No,High,0,1,0,0,3.08
1699,20,Female,Caucasian,Some College,10.710438321719272,12,Yes,Moderate,0,0,0,0,3.66
1700,21,Female,Other,Some College,10.871911498225842,15,No,Very High,0,1,1,0,3.88
1701,20,Male,Caucasian,Some College,13.075558459123126,6,No,High,0,0,0,0,4.02
1702,22,Female,Asian,Higher,7.7410002386977395,15,No,Very Low,1,0,0,0,3.2
1703,19,Male,Caucasian,High School,12.94444566795711,12,No,High,1,0,1,1,4.03
1704,22,Female,African American,Some College,0.8953677737697374,13,No,Very Low,0,1,0,0,3.15
1705,19,Female,Other,Some College,1.0809525469945314,16,Yes,High,0,1,0,0,3.33
1706,19,Male,Caucasian,Bachelor's,9.144608392390888,11,No,Low,1,0,0,0,3.59
1707,22,Female,Caucasian,High School,10.9924460221207,28,No,High,0,0,0,0,2.3
1708,22,Male,Caucasian,Some College,17.75635280671638,23,No,Moderate,1,0,0,0,2.84
1709,22,Male,Caucasian,Some College,2.093212678157925,23,No,High,0,0,0,0,2.65
1710,22,Male,Asian,High School,16.452958543877788,19,No,Moderate,1,1,0,0,3.37
1711,21,Male,Other,Some College,4.200946745841392,12,No,High,1,0,0,0,3.67
1712,20,Female,Caucasian,High School,7.881672970200637,23,No,Low,0,1,1,0,2.73
1713,19,Female,Caucasian,Some College,6.332048696548258,19,No,Very High,0,1,0,0,3.27
1714,22,Male,Caucasian,Bachelor's,8.00310545730798,14,No,High,0,0,0,0,3.55
1715,22,Female,Asian,Some College,3.009909961451711,23,Yes,Low,1,1,0,0,2.79
1716,22,Female,Caucasian,Some College,10.0714014880711,20,No,Very High,0,0,0,0,2.99
1717,21,Male,African American,Some College,16.032851796627344,3,Yes,Moderate,1,0,0,1,4.64
1718,22,Female,African American,No,8.830680207577938,21,Yes,High,0,1,0,1,2.79
1719,22,Male,African American,High School,9.812271517963982,1,No,High,1,0,0,0,4.61
1720,22,Male,Caucasian,Some College,16.975351705626284,27,Yes,Very Low,1,0,0,1,2.44
1721,20,Female,Asian,High School,14.121162292760616,17,No,Very High,0,1,0,0,3.77
1722,21,Female,Caucasian,High School,9.809088170395695,1,No,Moderate,0,0,0,0,4.36
1723,22,Female,Caucasian,Some College,5.153912963783593,24,No,Low,0,0,0,0,2.44
1724,19,Male,Asian,High School,17.698534936899332,14,No,High,1,1,0,1,4.0
1725,19,Male,Asian,High School,11.540408033811167,29,No,High,0,0,0,0,2.23
1726,19,Female,Caucasian,Some College,4.422952202213867,25,No,Very Low,0,1,0,0,2.21
1727,21,Female,Caucasian,High School,5.382395052760208,18,No,Low,1,0,0,0,2.65
1728,21,Female,Caucasian,Bachelor's,16.06266177872492,14,No,High,0,0,0,0,3.75
1729,19,Female,Caucasian,Bachelor's,0.8829112417491092,25,No,Very Low,1,1,1,0,2.24
1730,22,Male,Caucasian,Some College,19.8418437405764,19,No,Very High,0,0,0,0,3.34
1731,21,Female,Caucasian,High School,2.6070335942958356,9,No,High,0,1,0,0,3.93
1732,19,Male,Caucasian,Some College,15.921370507938748,27,No,Moderate,0,1,0,0,2.81
1733,19,Male,Asian,Bachelor's,7.895506335433657,23,No,Moderate,1,1,0,1,2.82
1734,22,Female,African American,Some College,9.844323665749338,19,No,Moderate,0,0,1,1,2.75
1735,20,Female,African American,High School,17.613011549291556,10,Yes,Moderate,1,0,0,0,4.12
1736,21,Female,Caucasian,Some College,8.258223791784264,25,Yes,High,0,1,1,1,3.02
1737,22,Male,Other,Bachelor's,10.74987507346469,9,No,Very High,0,0,0,1,3.96
1738,19,Female,Asian,Some College,0.9859932481833988,28,Yes,Moderate,1,0,1,0,2.43
1739,19,Female,Asian,Some College,0.04694947734906307,22,No,Moderate,0,0,0,1,2.43
1740,22,Male,Asian,Some College,4.895997460034518,4,No,Low,0,0,0,0,3.69
1741,21,Female,Other,Some College,13.611661858375346,8,Yes,High,0,0,0,0,4.13
1742,20,Male,African American,No,2.425297867182734,19,No,High,1,1,0,0,3.26
1743,20,Female,Caucasian,Some College,2.2752391760909885,18,Yes,High,1,0,0,0,3.29
1744,19,Male,African American,No,8.219212160718065,12,No,Very Low,0,0,0,0,3.15
1745,21,Female,Asian,Some College,12.95674077216453,17,No,High,0,1,0,0,3.55
1746,20,Female,Asian,High School,14.24143984495861,16,No,Moderate,1,0,0,0,3.41
1747,21,Male,African American,Some College,3.5690134819674957,26,No,High,1,1,0,1,2.65
1748,21,Male,Caucasian,High School,1.591762947440849,5,No,High,0,0,0,0,3.88
1749,19,Female,Caucasian,Some College,18.807940678910885,9,No,High,1,1,0,1,4.08
1750,20,Male,Other,Some College,5.213327651242034,1,Yes,Moderate,0,0,0,0,4.17
1751,22,Male,African American,High School,17.066929952174476,23,No,High,0,1,0,0,3.0
1752,19,Male,African American,High School,17.269829009256366,5,No,Very Low,0,0,0,0,3.78
1753,20,Male,Caucasian,High School,15.450451835250888,27,No,High,0,0,1,0,2.64
1754,20,Female,Caucasian,Bachelor's,3.3766721330514016,27,Yes,Very Low,0,0,0,0,2.24
1755,20,Female,Asian,Some College,16.436029185084006,20,No,Moderate,1,1,0,0,3.38
1756,20,Male,African American,Some College,15.385011184831734,12,No,Low,0,0,0,0,3.49
1757,20,Male,Asian,High School,11.934459802124342,17,Yes,High,0,1,0,0,3.67
1758,21,Male,Caucasian,Some College,6.744040703379055,6,No,Moderate,0,0,0,1,3.96
1759,19,Male,African American,Bachelor's,5.250172085330882,1,No,High,1,0,0,0,4.55
1760,21,Female,Caucasian,Bachelor's,2.4377842416071793,28,Yes,High,1,0,0,0,2.65
1761,22,Female,Asian,Some College,10.195141338017429,13,Yes,High,0,1,0,0,3.62
1762,20,Male,Caucasian,No,11.705217510196931,4,No,Low,0,1,0,0,3.82
1763,19,Male,Caucasian,High School,7.186779810315745,17,No,High,0,1,0,0,3.13
1764,20,Male,African American,No,9.507181353617371,10,Yes,Moderate,0,1,0,0,3.83
1765,19,Female,Other,High School,7.270289147385334,9,No,Very Low,0,0,0,0,3.5
1766,21,Male,Caucasian,High School,12.820121146414024,10,Yes,Low,0,1,0,0,3.85
1767,19,Female,Asian,High School,18.025184155931267,26,No,Low,1,0,1,0,2.63
1768,22,Male,Caucasian,High School,3.2784052409388975,1,No,Very Low,0,1,0,0,4.05
1769,22,Female,Caucasian,Bachelor's,7.6281761980624685,14,No,Moderate,0,0,0,0,3.3
1770,19,Male,Caucasian,Some College,2.8173720790172263,6,Yes,Very Low,0,1,0,0,3.94
1771,19,Female,Caucasian,Bachelor's,12.498875408156639,8,Yes,Moderate,1,0,0,0,4.06
1772,19,Male,African American,Some College,14.577410189771916,4,No,Low,0,0,0,0,3.87
1773,19,Male,Caucasian,High School,18.63825465194912,6,Yes,Low,0,0,1,0,4.14
1774,22,Male,Caucasian,Some College,5.577438525219298,19,No,Very High,1,0,0,0,3.19
1775,20,Female,Other,High School,19.004224117308603,1,No,Moderate,0,0,1,0,4.41
1776,19,Male,Caucasian,Some College,1.265253436413496,2,Yes,Low,0,1,0,0,4.35
1777,19,Female,Asian,High School,12.060277267291763,1,Yes,Moderate,0,1,1,1,4.59
1778,22,Female,Caucasian,Higher,1.1426543868665995,20,Yes,Low,1,0,0,0,2.62
1779,22,Male,African American,High School,17.875483755238896,21,Yes,Very Low,0,0,0,0,2.91
1780,21,Male,Caucasian,High School,10.596181141401082,22,No,Very Low,1,0,0,0,2.57
1781,19,Male,Caucasian,Bachelor's,13.386967015255921,18,No,Very High,0,1,1,0,3.61
1782,21,Female,Caucasian,No,16.63147851820905,3,Yes,High,0,0,0,0,4.47
1783,22,Male,Caucasian,Some College,3.006212449679375,23,No,High,1,0,1,0,2.88
1784,22,Female,Caucasian,Some College,0.7718312387626769,19,No,Very High,0,0,0,1,3.07
1785,20,Female,African American,Bachelor's,17.577622918257042,6,No,Very High,0,0,0,0,4.18
1786,19,Male,Asian,Higher,6.29866454917865,27,No,High,0,0,1,0,2.52
1787,21,Male,Asian,Higher,2.5795781585433053,21,Yes,High,1,0,1,1,3.41
1788,22,Male,African American,No,9.36922474174173,6,No,Moderate,0,0,0,1,3.98
1789,22,Male,Caucasian,Bachelor's,11.966121513920376,16,Yes,Low,0,0,0,0,3.13
1790,21,Male,Caucasian,Some College,0.6194120684502025,18,No,Moderate,0,0,1,0,2.93
1791,20,Male,Caucasian,Some College,5.497913165141755,21,No,Moderate,0,0,0,0,2.45
1792,22,Female,Caucasian,High School,0.6559974855379203,15,No,Very High,0,0,0,0,3.04
1793,19,Female,African American,Some College,8.40670778390998,2,No,Moderate,0,0,1,0,4.48
1794,22,Female,African American,Higher,17.902000581324884,14,No,High,0,0,0,1,3.63
1795,19,Male,Caucasian,Bachelor's,19.653048229871384,13,No,Moderate,1,1,0,0,4.1
1796,21,Female,Caucasian,Some College,12.740951070072551,14,No,Low,0,0,0,0,3.29
1797,19,Female,Asian,No,3.232753875691836,13,No,Moderate,0,1,0,0,3.27
1798,21,Female,Asian,High School,18.116987799986116,6,No,Moderate,1,0,0,0,4.21
1799,19,Female,Caucasian,Bachelor's,10.32495646400121,24,No,Moderate,1,0,0,0,2.72
1800,21,Female,Other,Some College,3.074986242058362,2,No,Moderate,1,0,0,0,4.5
1801,19,Male,Other,Some College,18.434533389033227,29,No,Low,0,0,0,0,2.33
1802,20,Male,Caucasian,No,15.14938101446206,16,Yes,Moderate,1,0,0,0,3.47
1803,19,Female,Caucasian,Some College,14.63410545446303,9,No,High,1,1,0,0,4.14
1804,19,Female,African American,Some College,14.183614075888094,14,Yes,Moderate,0,1,0,0,3.78
1805,20,Female,Other,Bachelor's,4.006796421928847,28,Yes,Moderate,0,0,0,0,2.11
1806,22,Male,Asian,Some College,4.220133834150522,5,No,Very Low,0,0,0,0,3.59
1807,22,Male,Caucasian,High School,13.7658599685451,27,Yes,Low,1,0,1,1,2.69
1808,19,Female,Caucasian,Some College,4.394455002207938,16,No,Moderate,0,0,0,1,3.07
1809,20,Male,African American,No,8.773433936060977,16,Yes,Moderate,0,1,0,0,3.42
1810,19,Male,African American,Higher,15.640036511878828,13,Yes,Moderate,0,0,0,0,3.45
1811,21,Female,Caucasian,High School,15.679050361956818,23,No,High,1,1,0,0,3.13
1812,21,Male,Asian,Some College,9.065235450517193,24,No,Low,0,0,1,0,2.62
1813,19,Male,African American,High School,15.843798765504902,17,No,Very Low,1,0,0,0,3.32
1814,22,Female,Asian,Some College,16.772435923961137,24,No,Moderate,1,0,0,0,2.97
1815,22,Male,Asian,Some College,13.095515025685206,4,No,Moderate,0,0,0,0,3.86
1816,19,Male,Asian,Some College,4.568517046168403,28,No,Moderate,0,0,1,0,2.01
1817,19,Female,Caucasian,High School,5.48023560771095,7,No,High,0,0,0,0,3.65
1818,21,Male,African American,High School,6.296823108174707,6,No,High,1,0,0,0,4.28
1819,22,Male,Caucasian,High School,2.33608215467904,22,Yes,Low,1,0,0,0,2.8
1820,19,Female,African American,Some College,5.463192407398902,3,Yes,Very High,1,0,0,0,4.96
1821,21,Female,Caucasian,No,4.190384486250642,17,No,Low,0,0,1,0,3.11
1822,22,Female,African American,Some College,9.106574996172043,4,No,High,0,1,0,0,4.28
1823,20,Male,Caucasian,Bachelor's,18.168750957445297,15,No,High,0,1,0,0,3.58
1824,21,Female,Caucasian,Bachelor's,2.0896063350791616,13,No,High,0,0,0,0,3.34
1825,22,Male,Caucasian,Some College,14.405358478947912,26,Yes,Low,1,0,0,1,2.83
1826,22,Female,Caucasian,Some College,13.745660088262554,26,No,Moderate,0,0,0,0,2.64
1827,21,Male,Asian,No,1.9150839732671532,18,No,Moderate,0,1,0,1,2.9
1828,20,Female,Asian,Some College,18.451448098116,13,Yes,Low,0,0,0,0,3.94
1829,21,Female,African American,Bachelor's,11.369444043136392,8,Yes,Very Low,0,0,0,1,3.71
1830,22,Female,Caucasian,High School,7.274510422713685,5,No,Moderate,0,0,0,0,4.07
1831,19,Female,Caucasian,Some College,15.130771669906133,16,No,Moderate,0,1,0,0,3.44
1832,19,Male,Caucasian,Bachelor's,5.147309168032681,18,No,High,1,0,1,0,3.19
1833,21,Female,Caucasian,Bachelor's,13.870196740926408,11,No,Low,0,0,1,0,3.29
1834,22,Female,Asian,High School,0.7942241514449444,3,Yes,High,1,0,0,0,4.16
1835,19,Male,Caucasian,Some College,16.78816075218544,15,No,Low,0,0,0,0,3.42
1836,22,Female,Caucasian,High School,8.96341694042637,24,No,High,1,1,0,0,3.03
1837,21,Male,Caucasian,High School,12.733858287158835,10,Yes,Moderate,0,0,0,0,3.91
1838,19,Female,Caucasian,Bachelor's,4.424756396133674,21,Yes,Moderate,1,1,1,1,3.46
1839,22,Female,African American,Bachelor's,13.541474253168959,3,Yes,High,1,0,0,1,4.48
1840,19,Female,African American,Some College,15.444805517865532,16,No,Low,0,0,0,0,3.06
1841,21,Male,Caucasian,No,9.464263737687975,7,No,Low,0,1,0,0,3.76
1842,22,Female,Caucasian,Bachelor's,12.354538481235886,13,No,Moderate,0,0,1,0,3.31
1843,19,Female,Caucasian,Some College,9.126518476447972,26,No,Low,1,0,1,0,2.39
1844,21,Female,Caucasian,High School,17.88182738515691,1,No,Moderate,0,0,0,0,4.27
1845,19,Male,Caucasian,Some College,9.957383610286383,10,No,Low,0,1,0,1,3.38
1846,19,Male,Other,No,16.83617418057638,10,No,High,0,0,0,0,3.71
1847,20,Female,African American,Some College,16.02704116540497,23,Yes,High,1,1,0,1,3.33
1848,20,Male,African American,Some College,8.21009642696713,21,No,Very Low,1,0,1,0,3.02
1849,21,Female,Caucasian,High School,4.6016898371495,23,Yes,High,0,1,0,0,2.78
1850,20,Female,Caucasian,High School,8.121642651195419,5,No,Moderate,0,0,0,0,4.07
1851,21,Female,African American,High School,16.524347515504402,20,Yes,Moderate,1,0,0,0,3.34
1852,20,Female,African American,No,4.552650716387847,20,No,Moderate,1,0,0,0,2.92
1853,19,Female,Asian,Some College,10.488726917154986,13,Yes,High,0,1,0,1,3.83
1854,21,Female,Caucasian,Bachelor's,16.12193495921495,29,No,Moderate,0,1,1,0,2.27
1855,21,Female,African American,No,7.069549502567575,9,No,High,1,0,0,0,3.69
1856,19,Male,Caucasian,No,12.844192740053948,25,Yes,Low,0,0,0,0,2.68
1857,21,Male,Asian,Some College,4.912631480976291,26,No,Very High,0,0,0,0,2.49
1858,21,Male,African American,Bachelor's,2.1855889073631984,7,No,High,1,0,0,0,3.64
1859,20,Male,African American,High School,15.887684501857127,6,Yes,Low,0,0,1,1,4.16
1860,21,Male,Caucasian,High School,1.9793724681741365,7,Yes,High,1,0,0,0,4.16
1861,22,Male,African American,Some College,5.427627901591691,27,No,Moderate,0,0,0,0,2.01
1862,19,Male,Caucasian,High School,17.1021884399488,7,No,Low,1,0,0,0,3.94
1863,20,Female,Caucasian,No,6.929385741573344,22,No,Low,0,1,0,0,2.87
1864,20,Female,Caucasian,Some College,19.46090699028322,1,No,Very Low,1,0,0,0,4.48
1865,22,Female,African American,Some College,19.594686695477193,26,Yes,High,0,0,0,0,3.13
1866,19,Female,Caucasian,Some College,5.365520409071134,15,No,Moderate,0,0,0,0,3.04
1867,19,Male,Caucasian,Some College,0.819564444997809,8,No,Moderate,0,0,0,1,3.68
1868,20,Male,Asian,Some College,14.101265684107583,12,Yes,Low,1,0,0,0,3.59
1869,21,Female,Caucasian,High School,9.019730052966874,22,No,Moderate,0,0,0,1,2.78
1870,20,Female,African American,High School,2.0150568791915258,11,No,Moderate,0,0,0,0,3.21
1871,19,Male,Caucasian,High School,14.150456379560856,26,No,High,0,0,0,0,2.65
1872,22,Female,Caucasian,High School,0.6234981822384245,21,No,Very High,0,1,0,0,2.99
1873,20,Female,Asian,Some College,17.403933809844844,24,No,Moderate,1,0,0,1,2.94
1874,19,Female,Caucasian,Bachelor's,2.7730505822660745,28,No,Moderate,1,0,0,0,2.06
1875,20,Female,Caucasian,Higher,2.5462375749345,16,No,Moderate,0,1,1,0,3.27
1876,21,Male,African American,Some College,3.5134459593716905,26,No,High,0,0,0,1,2.35
1877,20,Female,African American,High School,19.205327169841333,1,No,Low,1,0,0,0,4.68
1878,20,Female,African American,High School,13.86338720507692,12,No,Moderate,1,0,0,0,3.57
1879,19,Male,Caucasian,Bachelor's,16.027430709272735,0,No,High,1,0,0,0,4.53
1880,19,Male,Caucasian,Some College,7.95269971465506,25,No,Very Low,0,0,0,0,2.0
1881,19,Female,Asian,Some College,6.726254550099111,27,No,Low,0,0,0,0,2.07
1882,20,Male,African American,Some College,4.689680135663399,18,No,High,0,1,0,0,3.05
1883,21,Female,Asian,Some College,9.612960566248178,10,No,Low,0,0,0,0,3.41
1884,22,Female,Asian,Bachelor's,11.03657467068337,4,No,Moderate,1,0,0,0,4.15
1885,22,Male,Asian,No,12.635496873055107,0,Yes,Moderate,0,0,0,0,4.78
1886,19,Female,Caucasian,Some College,5.14237007997389,19,No,Moderate,0,0,1,0,2.88
1887,19,Female,Caucasian,Bachelor's,18.973081618059812,29,Yes,Low,1,0,0,0,2.75
1888,20,Female,Asian,High School,3.395169964142717,12,Yes,Very High,0,1,0,0,3.9
1889,22,Female,Caucasian,Some College,19.313063495328247,7,No,Very Low,1,1,0,0,3.95
1890,19,Male,Caucasian,High School,0.29712245015007577,5,No,High,0,0,0,0,3.85
1891,21,Male,Asian,Higher,9.622513836336912,28,Yes,Very Low,0,0,0,0,2.41
1892,21,Female,Asian,No,6.667356762331256,16,No,Moderate,0,1,0,0,3.35
1893,19,Male,Caucasian,Some College,8.982468278605015,11,Yes,Low,0,0,0,0,3.73
1894,19,Female,Caucasian,High School,11.41329157961578,0,No,Low,0,0,0,0,4.32
1895,22,Female,Caucasian,Some College,8.71178316025418,2,No,Low,0,0,0,0,3.96
1896,22,Female,Asian,High School,8.2969370060319,13,No,Moderate,0,1,0,0,3.71
1897,20,Female,Other,High School,14.65446830826613,25,No,Moderate,1,0,0,0,2.79
1898,22,Female,Caucasian,Some College,13.717525501729293,7,No,Low,0,1,0,0,4.06
1899,21,Male,Caucasian,Bachelor's,16.665425640716958,10,No,Very High,0,0,0,0,3.97
1900,21,Female,Asian,High School,4.999179624789911,26,Yes,Low,0,0,0,0,2.18
1901,19,Male,Caucasian,High School,12.190570195081271,13,Yes,Moderate,0,0,0,0,3.65
1902,22,Male,African American,Some College,11.703895707857077,7,No,Low,0,0,0,1,3.98
1903,20,Female,Other,Some College,7.394756217453775,28,Yes,Moderate,0,1,0,0,2.63
1904,21,Female,Caucasian,Bachelor's,9.721150838053617,2,Yes,High,0,0,0,0,4.55
1905,21,Female,African American,High School,6.275642866114575,6,Yes,Moderate,0,0,1,0,3.96
1906,20,Female,Caucasian,Some College,2.836887952339704,27,No,Low,0,0,0,0,2.25
1907,20,Female,Caucasian,High School,4.276024213254656,18,Yes,Low,1,0,0,1,3.27
1908,21,Male,Asian,High School,2.1102729280240218,3,No,High,0,0,0,0,3.77
1909,21,Female,Caucasian,Some College,13.661391503802482,24,No,Low,0,0,0,0,2.63
1910,20,Female,Other,Some College,13.21454786218303,15,Yes,Moderate,1,0,1,0,3.68
1911,21,Male,African American,Some College,19.012127431597456,12,No,Low,1,1,0,0,3.86
1912,19,Male,Caucasian,High School,14.593568272944825,19,No,Low,1,0,1,1,3.03
1913,19,Female,Caucasian,Some College,1.040916775122629,18,Yes,Low,0,1,0,0,3.02
1914,20,Male,Caucasian,Some College,17.684903478579084,4,No,High,1,0,0,0,4.3
1915,22,Female,Caucasian,Higher,17.253503258914517,22,Yes,High,1,0,0,0,3.17
1916,20,Male,Caucasian,High School,8.866406415453973,4,Yes,Moderate,1,0,0,0,4.41
1917,20,Male,Caucasian,High School,11.717261010558431,19,No,Low,0,1,0,0,2.86
